type,report,prompt_id,seed,block,rot_kind,angle_deg,image_path,file,condition,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
rotX,benchmark_tiefling,tiefling,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,7.99,14.2801,283.1,0.2682,#0f172a,0.0384,0.1584,21.96,0.6952,#010000,0.7329,73.7154,8.9331,5,0.888,77.1316,0.0129,0.0603,18.78,0.8875,#000000,21.1933,39.513,298.82,0.0002,#2d2c67,49.0743,66.8638,334.76,0.0001,#be42a6,52.9785,77.1919,287.21,0.0006,#017aff,59.5252,48.5074,163.07,0.0003,#11a375,73.7283,1.733,273.02,0.0004,#b4b5b8
rotX,benchmark_tiefling,tiefling,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,69.6591,29.4645,303.5,0.1551,#b2a2d7,7.992,14.2796,283.1,0.2682,#0f172a,0.2731,89.0866,14.4293,5,0.9941,118.2096,7.981,14.2784,283.09,0.9783,#0f172a,42.5881,74.8394,302.73,0.0158,#6251ce,50.4395,118.5086,319.3,0.0014,#c300ff,53.0996,71.6666,335.65,0.0002,#d047b3,61.0239,49.8875,162.67,0.0006,#10a777,97.0676,0.299,278.25,0.0002,#f6f7f7
rotX,benchmark_tiefling,tiefling,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,51.4362,68.3833,298.72,0.1319,#706ce2,7.9642,14.2962,283.22,0.2704,#0f172a,0.7173,69.2707,5.2565,6,0.467,74.2839,7.9556,14.2856,283.18,0.375,#0f172a,23.8871,51.224,302.19,0.07,#362d7b,31.801,67.2411,302.9,0.092,#4739a5,49.9877,88.5695,306.74,0.0535,#8558f2,57.2955,46.3808,163.8,0.0003,#119c72,77.2263,21.284,3.71,0.0216,#e6b1bd
rotX,benchmark_tiefling,tiefling,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,14.6845,7.1499,107.72,0.1272,#26261b,0.7589,1.3113,60.33,0.2607,#060200,0.6585,72.8067,9.848,5,0.3102,72.9813,0.2765,0.6708,38.99,0.2971,#030100,19.2356,21.2108,77.03,0.0126,#3d2b10,35.8032,40.1183,76.62,0.0079,#714d11,43.7077,73.6521,301.34,0.007,#6055d1,43.9524,25.2798,339.77,0.0102,#885a77,73.0832,56.2818,92.04,0.0131,#ceb248
rotX,benchmark_tiefling_seed1337,tiefling,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,49.7366,20.0347,99.54,0.1582,#7d7755,8.0026,14.1966,283.31,0.2699,#0f172a,0.7389,60.6353,7.7997,5,0.4569,69.8845,7.9913,14.2484,283.17,0.3626,#0f172a,34.9402,24.3704,103.59,0.0943,#56542c,43.2547,77.4775,305.33,0.0064,#6e4ed1,54.842,22.4169,328.28,0.0085,#9b7898,64.4602,40.0144,92.5,0.025,#b09b54,68.6266,7.593,80.11,0.0141,#b0a69a
rotX,benchmark_tiefling_seed1337,tiefling,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,31.3932,8.6635,251.68,0.0932,#3e4c57,5.7799,1.3593,13.7,0.2895,#151212,0.8396,73.5089,11.24,4,0.5188,77.5974,3.463,0.594,22.38,0.1994,#0e0c0c,7.9932,14.275,283.22,0.3194,#0f172a,28.311,39.9336,317.43,0.0136,#5a326d,30.815,24.2743,54.98,0.0267,#65402a,43.7061,78.1914,305.66,0.0058,#704ed2,76.972,37.511,83.36,0.0202,#ddb979
rotX,benchmark_tiefling_seed1337,tiefling,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,40.94,10.1322,60.5,0.0494,#6e5d52,3.3782,1.0453,3.57,0.3721,#0f0b0c,0.9442,80.7541,9.9384,6,0.3427,77.5354,2.8046,0.93,332.32,0.3298,#0c0a0b,37.3615,31.4501,327.03,0.0129,#754974,43.3077,78.4654,305.52,0.0049,#6e4ed2,52.3738,26.0421,73.73,0.0074,#977752,67.7181,17.4084,318.24,0.0053,#b39eba,83.5587,16.2858,87.01,0.0079,#decfb2
rotX,benchmark_tiefling_seed1337,tiefling,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,45.567,51.489,309.33,0.0495,#7f5aaf,5.6451,1.8917,315.29,0.2653,#141215,0.9827,75.236,13.2235,4,0.2669,64.2051,4.4898,1.8021,324.61,0.2252,#110f11,19.9736,18.6204,56.51,0.0417,#452a1a,44.4317,66.0071,309.06,0.0133,#7e52bf,44.8268,41.2149,309.01,0.0212,#7a5da0,78.9994,37.964,82.47,0.0106,#e4be7e,79.7258,4.7447,145.52,0.0071,#c0c8c0
rotX,benchmark_tiefling_seed1337,tiefling,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,39.6067,52.7507,310.17,0.0465,#714ba0,6.5212,2.3466,328.16,0.323,#171416,0.972,75.6704,8.5224,5,0.2419,67.4119,3.3433,1.8154,324.95,0.2031,#0e0b0e,19.3668,19.5837,50.94,0.0277,#452719,20.9582,38.2006,315.3,0.0388,#45235a,43.3225,69.2273,306.59,0.0079,#7350c4,68.6509,39.9432,78.31,0.0123,#cba060,79.0137,2.8163,286.11,0.0089,#c3c3c9
rotX,benchmark_tiefling_seed1337,tiefling,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,65.3723,20.8899,74.43,0.0377,#b69a7b,4.4188,1.2516,339.14,0.3053,#110f10,0.9769,77.4502,11.7699,4,0.5379,73.6763,3.7634,0.9952,356.59,0.2618,#0f0d0e,8.0142,14.3197,283.47,0.2761,#0f172a,33.849,33.2982,314.05,0.0133,#614476,43.4676,74.6715,301.28,0.005,#5f54d2,48.1639,21.5908,61.52,0.014,#8e6b53,81.2137,10.6495,87.83,0.0066,#d3c9b6
rotX,benchmark_tiefling_seed1337,tiefling,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,30.85,36.0408,303.94,0.0432,#4e4078,6.0451,2.6164,333.34,0.3529,#161215,0.9644,69.3475,6.5019,5,0.3647,75.9384,3.4576,2.2019,314.09,0.2391,#0e0b10,20.5611,13.5325,277.42,0.1256,#283245,38.9453,20.1923,56.74,0.0145,#765541,43.4753,78.1403,305.59,0.005,#6f4ed2,51.3564,32.4292,304.21,0.022,#8272a8,72.8051,26.9913,83.38,0.0135,#caaf82
rotX,benchmark_tiefling_seed1337,tiefling,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,75.1038,5.1448,298.73,0.1061,#bab8c1,7.1004,3.9441,40.62,0.1563,#1b1412,0.9436,79.4021,9.4933,6,0.1951,64.4751,4.8031,2.761,21.59,0.13,#150f0f,37.7878,66.0226,303.09,0.019,#5947b4,45.59,32.1732,301.32,0.048,#70649a,59.4543,16.9109,299.46,0.0651,#918ba9,66.1657,32.6706,86.4,0.0293,#b89e66,84.2052,1.5475,87.16,0.0256,#d4d2cf
rotX,benchmark_tiefling_seed1337,tiefling,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,27.0402,10.1651,254.63,0.1607,#32424f,3.9436,2.3268,320.16,0.2498,#100d11,0.8365,76.0465,6.3672,5,0.591,76.4007,3.2845,2.0848,328.79,0.2626,#0f0b0e,7.9475,14.2353,283.57,0.3285,#0f172a,29.9915,41.7517,309.47,0.0248,#553979,43.8208,78.4855,305.98,0.0059,#724ed3,65.4427,26.6519,80.54,0.023,#b79b70,79.331,3.4796,256.29,0.0078,#c0c5cb
rotX,benchmark_tiefling_seed1337,tiefling,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,60.565,28.7719,72.05,0.0404,#b18b62,4.0333,1.9387,19.07,0.302,#120d0d,0.9787,72.6213,10.4996,4,0.5701,77.3365,3.7135,1.7291,15.94,0.2902,#110c0c,8.0397,14.3072,283.58,0.2799,#0f172a,32.6668,40.5181,310.3,0.0133,#5c3f7e,43.534,79.0657,305.57,0.0049,#6f4ed3,47.1922,33.389,66.56,0.024,#93663d,76.3348,23.3248,80.43,0.0076,#d3b892
rotX,benchmark_tiefling_seed1337,tiefling,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,43.4866,45.6573,315.03,0.0574,#81549d,4.024,2.2333,38.1,0.2934,#130d0b,0.9564,66.7819,10.2348,4,0.3453,73.1192,3.0977,1.1597,28.53,0.2616,#0e0a0a,25.7458,35.9879,317.68,0.0109,#522e62,26.2672,15.1461,272.47,0.0837,#303f55,40.385,27.4924,50.45,0.0187,#84543d,43.5514,74.2789,301.25,0.0049,#5f55d2,69.8796,41.778,78.6,0.024,#d0a460
rotX,benchmark_tiefling_seed1337,tiefling,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,52.7904,71.0871,306.38,0.0619,#8d67e1,3.2427,1.9963,336.02,0.2087,#0f0a0e,0.9462,87.7487,10.1514,5,0.2624,66.849,3.0014,1.8834,333.33,0.2112,#0e0a0d,29.8451,16.6783,279.07,0.0512,#3b4660,33.037,40.8414,56.77,0.0094,#793e17,53.8312,68.7323,310.04,0.0078,#9b67dc,62.0302,55.4324,69.64,0.0052,#cc8737,90.7502,46.3949,93.59,0.0148,#fde48b
rotX,benchmark_tiefling_seed1337,tiefling,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,38.9664,51.9086,312.41,0.071,#73489b,4.7693,2.419,336.71,0.2413,#130f12,0.9784,79.8529,12.1189,4,0.32,62.9958,4.695,2.3872,334.68,0.2457,#130f12,36.3043,20.7971,270.49,0.0743,#3f5777,47.7323,65.383,312.6,0.0206,#9057c3,52.6276,44.7205,49.41,0.0109,#b96845,55.4259,38.7278,299.35,0.0187,#867cbf,84.5479,40.0924,84.08,0.0147,#f4ce88
rotX,benchmark_tiefling_seed1337,tiefling,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,43.9449,60.6842,310.47,0.0477,#7f51b5,4.5063,2.5918,345.8,0.2214,#140e11,0.9731,79.3381,4.5347,6,0.2201,62.2777,3.4807,2.1698,346.69,0.1887,#100b0e,21.5645,46.6815,311.98,0.0314,#442268,37.8479,37.7792,54.21,0.0183,#854a28,52.7405,64.4475,309.41,0.0151,#9567d4,74.6866,52.0315,78.66,0.0134,#e4af58,82.8188,5.1101,249.78,0.0059,#c6d0d7
rotX,benchmark_tiefling_seed1337,tiefling,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,32.562,15.5042,265.28,0.1192,#3a4e65,5.9234,3.2956,3.17,0.3192,#181113,0.8708,76.4326,12.1404,5,0.2319,71.7068,3.0799,1.998,5.88,0.1993,#100a0b,22.7713,33.1468,314.15,0.0326,#462a5a,37.4106,35.8988,49.3,0.0273,#85482d,42.8345,50.585,310.55,0.0287,#7a53a5,43.8354,73.7048,300.93,0.0054,#5f56d2,79.5125,26.6167,79.46,0.0219,#e0c095
rotX,benchmark_tiefling_seed1337,tiefling,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,38.4486,42.6029,315.94,0.0504,#74498b,5.1286,1.0283,328.97,0.2637,#121112,0.9783,75.2602,7.2783,6,0.262,73.4608,4.2768,1.1266,347.92,0.2285,#110e0f,19.0959,26.0233,320.99,0.0335,#402446,43.4998,74.5874,301.11,0.005,#5e55d2,48.6154,41.7242,325.37,0.0119,#9a5e9c,57.8195,44.9383,61.42,0.0141,#bf7b46,79.537,23.979,88.05,0.0147,#d7c399
rotX,benchmark_tiefling_seed1337,tiefling,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,38.5341,25.4862,282.29,0.0882,#4a5a83,6.6296,4.2808,22.34,0.2694,#1b1312,0.9263,77.1343,3.7777,6,0.2567,53.8342,4.617,3.2207,21.24,0.2141,#160e0e,21.651,37.2652,322.68,0.0426,#4e2256,41.8838,56.4865,314.33,0.0276,#804ba6,57.157,30.76,290.4,0.013,#8085bb,73.064,41.6443,73.8,0.0196,#deaa6a,81.7512,2.6523,293.1,0.008,#cbcbd0
rotX,benchmark_tiefling_seed1337,tiefling,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,42.0634,31.5676,288.72,0.1285,#566094,8.388,14.0601,284.64,0.2875,#11182a,0.9048,77.0093,6.0817,6,0.225,60.065,6.5905,6.3597,38.15,0.175,#1d120e,19.1528,35.5754,329.58,0.0206,#4d1a49,39.5799,63.6022,317.41,0.05,#833ea4,56.1845,34.7303,283.97,0.0286,#7185c1,78.3901,54.6182,91.54,0.0204,#dec059,83.5998,3.5373,85.73,0.0131,#d4d0ca
rotX,benchmark_tiefling_seed1337,tiefling,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,73.597,27.576,78.58,0.0302,#d0b084,6.5354,2.8146,323.81,0.2956,#171317,0.9798,78.3278,9.6989,5,0.2328,72.7954,4.0858,2.2652,319.42,0.206,#100d11,29.5204,25.7536,45.96,0.0191,#673a2a,40.963,42.0752,308.14,0.0268,#6f5397,43.5535,73.908,301.6,0.0049,#6154d1,54.1016,36.5513,63.97,0.0094,#ab7649,82.4136,1.1126,232.31,0.0048,#cbcdcf
rotX,benchmark_tiefling_seed1337,tiefling,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,37.3206,10.5974,266.89,0.1414,#4d5969,5.6511,2.3262,323.38,0.1975,#151215,0.8241,70.4213,12.7446,4,0.5148,72.7609,3.891,1.8598,324.45,0.1877,#100d10,8.0132,14.2834,283.36,0.3271,#0f172a,36.5809,34.0101,50.41,0.0139,#80472d,43.3584,74.6208,301.79,0.0058,#6154d1,43.9048,35.3541,308.73,0.0298,#755d96,74.3123,48.3109,82.11,0.0253,#dcb05d
rotX,benchmark_tiefling_seed1337,tiefling,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,71.5685,28.657,303.88,0.1267,#b8a7db,7.9907,14.2793,283.1,0.2682,#0f172a,0.2734,88.9454,15.0418,5,0.993,118.1678,7.9815,14.2777,283.09,0.977,#0f172a,42.5711,74.8058,302.73,0.016,#6250ce,50.4395,118.5086,319.3,0.0013,#c300ff,51.8866,70.2236,335.41,0.0002,#cb45af,59.595,48.5627,163.07,0.0006,#11a375,96.927,0.3408,277.76,0.0003,#f6f6f7
rotX,benchmark_tiefling_seed1337,tiefling,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,7.9909,14.2793,283.1,0.2682,#0f172a,0.0811,0.2916,25.23,0.6814,#010000,0.7328,75.9041,10.6428,4,0.778,77.0701,0.027,0.1218,19.64,0.7775,#000000,28.5918,51.5696,301.45,0.0002,#403888,52.9785,77.1919,287.21,0.0005,#017aff,54.2064,72.861,335.89,0.0001,#d548b6,59.1324,48.1691,163.17,0.0002,#11a274,75.9311,1.4672,271.42,0.0003,#babbbe
rotX,benchmark_tiefling_seed1337,tiefling,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,14.1656,5.774,161.27,0.1495,#1d2621,2.02,2.4345,79.42,0.4236,#0b0702,0.7907,73.5307,6.9257,5,0.4513,71.8237,1.1611,1.7459,75.59,0.43,#070400,27.3545,32.8832,82.8,0.0213,#533d0a,43.6946,73.5696,301.36,0.0057,#6055d1,48.3873,19.1587,320.45,0.0129,#836b88,61.7612,28.4345,122.26,0.0037,#8a9c6a,74.6918,59.7525,96.63,0.0137,#cbb944
rotX,benchmark_tiefling_seed1337,tiefling,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,50.1448,86.5599,307.38,0.0617,#8958ee,7.9616,14.3189,283.19,0.2698,#0f172a,0.9491,62.997,11.7008,4,0.3827,69.3697,7.9666,37.1038,302.61,0.045,#130f42,7.9673,14.3053,283.16,0.2837,#0f172a,34.2313,60.2574,301.88,0.099,#4d42a3,35.4936,83.675,307.55,0.01,#5f35c0,44.3455,30.1795,334.88,0.0071,#8c587f,70.9635,21.8089,18.0,0.0157,#d7a0a2
rotX,benchmark_tiefling_seed42,tiefling,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,21.177,7.3095,269.15,0.2653,#2d333d,6.5573,1.2163,358.0,0.3041,#161415,0.698,81.4364,7.2629,6,0.3632,77.2886,5.112,0.9121,0.97,0.3422,#131111,33.1012,39.9184,46.7,0.0098,#7e3a21,43.7044,78.2007,305.67,0.0071,#704ed2,54.9967,35.3705,306.91,0.0163,#9079b5,76.6479,41.3632,80.7,0.021,#e1b771,86.5485,4.9508,293.7,0.0046,#d8d8e1
rotX,benchmark_tiefling_seed42,tiefling,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,47.5613,22.7073,99.13,0.1629,#78724b,7.991,14.2107,283.26,0.2695,#0f172a,0.7509,59.4102,6.2423,5,0.4631,63.857,7.9844,14.2472,283.18,0.3574,#0f172a,30.26,24.9717,101.2,0.1056,#4c4820,38.5024,16.8109,63.11,0.0781,#6f5643,43.2725,78.1041,305.53,0.0065,#6e4ed1,58.7183,25.8741,335.79,0.0097,#ae7fa0,67.3947,44.6215,91.4,0.0201,#bba252
rotX,benchmark_tiefling_seed42,tiefling,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,42.6931,51.0632,306.08,0.0516,#7056a9,4.7826,2.2226,328.84,0.3337,#130f12,0.9775,79.5052,7.953,6,0.3435,66.6884,4.5503,2.1593,330.27,0.33,#120f12,25.7822,41.184,308.6,0.0136,#49306e,37.5439,29.0015,41.8,0.0109,#814a3a,46.2449,68.8477,307.85,0.0084,#7f56ca,75.1704,37.3462,80.94,0.0108,#dab375,84.0555,5.1243,203.1,0.0061,#c6d5d5
rotX,benchmark_tiefling_seed42,tiefling,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,87.7116,2.5437,278.25,0.1127,#dadce1,3.4268,2.4299,17.1,0.2408,#120b0b,0.8868,73.5838,12.1526,5,0.5504,72.0125,2.3279,1.8639,11.53,0.2277,#0d0708,8.1074,14.1621,284.15,0.3227,#10172a,13.6328,21.5256,48.03,0.038,#3a1a0b,43.365,73.8764,301.5,0.0057,#6054d0,46.5281,43.094,67.39,0.0184,#98622a,75.9117,44.7725,88.5,0.0172,#d7b867
rotX,benchmark_tiefling_seed42,tiefling,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,19.424,5.9443,344.62,0.0974,#362c31,4.5781,2.9996,352.31,0.3669,#150e11,0.85,73.9976,9.052,5,0.3017,67.3973,3.1097,2.2579,324.11,0.2801,#0e0a0e,22.6127,20.8834,39.61,0.019,#512c23,40.3086,69.6551,307.88,0.0115,#6f47ba,47.8352,35.53,59.32,0.0084,#9c653f,49.6996,38.8473,309.18,0.0216,#866aaa,77.1073,29.1104,84.92,0.0135,#d6bb89
rotX,benchmark_tiefling_seed42,tiefling,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,30.2623,14.8302,270.99,0.0668,#39485e,5.1919,2.8638,319.32,0.3402,#141014,0.9253,78.3465,7.4133,6,0.259,72.0852,3.2904,1.9809,323.83,0.236,#0e0b0e,21.3928,40.5384,312.04,0.023,#432560,38.2041,26.7061,44.31,0.0134,#7f4d3d,44.1078,73.3247,300.74,0.0052,#5f57d3,71.6197,34.8725,78.75,0.0112,#d0a971,81.6369,1.2395,219.95,0.0046,#c8cbcc
rotX,benchmark_tiefling_seed42,tiefling,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,34.0985,13.5879,58.12,0.0525,#624c3e,4.7271,1.387,344.65,0.4069,#120f11,0.9645,66.9219,12.4279,3,0.6552,77.0904,3.9767,1.3102,334.53,0.3649,#100d0f,8.0686,14.0755,283.52,0.2903,#10172a,39.5144,25.4743,326.27,0.0148,#755174,43.2593,78.4007,305.41,0.005,#6e4ed2,45.5376,26.3971,63.95,0.0128,#8a6445,70.8986,15.5239,85.94,0.0118,#bbac92
rotX,benchmark_tiefling_seed42,tiefling,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,32.2903,6.7619,50.57,0.0697,#564944,2.7851,1.4104,308.85,0.282,#0b0a0d,0.8861,64.534,12.5115,5,0.5724,73.5151,2.216,1.0084,319.66,0.2645,#09080a,8.0174,14.2852,283.58,0.3079,#0f172a,43.2768,22.7768,58.3,0.0147,#835e47,43.6541,74.5236,301.42,0.0055,#6055d2,49.2068,30.7876,311.9,0.0203,#856a9c,66.7499,20.4034,75.64,0.0172,#b99e7f
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,34.8786,2.3332,349.69,0.0411,#565153,3.6142,1.6577,352.87,0.3888,#100c0d,0.9588,60.906,5.5648,6,0.6181,77.2458,2.1928,1.0272,339.4,0.2778,#0a0709,8.3172,13.5957,282.23,0.3403,#10182a,29.9104,37.5774,311.14,0.011,#563a73,43.3356,78.2521,305.17,0.0049,#6d4ed2,56.1699,31.9698,70.2,0.0159,#a97f53,63.0988,1.0063,42.63,0.0089,#9b9897
