run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
123,P02,2718281,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_low_00001_.png,P02_s2718281_scrB_pos_low_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_low_00001_.png,1024,1280,82.9268,6.3128,77.47,0.0949,#d6cdc3,2.8946,2.7484,303.65,0.2456,#0c0a0f,0.8869,74.4568,10.0538,5,0.4649,17.2984,2.4921,2.7118,303.18,0.262,#0a080e,31.8105,18.8758,24.32,0.0278,#68403f,44.3466,20.0102,51.13,0.0249,#856150,44.6779,9.7524,139.18,0.0525,#616d5f,67.0028,11.5952,52.25,0.021,#b79e93,76.949,10.3404,221.5,0.203,#a7c3ca
124,P02,2718281,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_mid_00001_.png,P02_s2718281_scrB_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_mid_00001_.png,1024,1280,78.9273,3.5389,8.05,0.0527,#cbc1c3,1.4358,5.1098,297.47,0.2898,#06040f,0.9286,67.8652,10.4522,6,0.4262,13.5709,1.1631,4.7299,297.32,0.2853,#05030e,6.4804,10.9141,297.95,0.1223,#151321,14.4108,12.5711,328.48,0.0595,#2f1f2e,28.2666,17.2365,13.05,0.0245,#5d393d,61.9416,18.3008,255.63,0.1409,#7999b5,69.0284,12.7595,266.88,0.0883,#9baabf
125,P02,3141592,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_high_00001_.png,P02_s3141592_B1_neg_high_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_high_00001_.png,1024,1280,86.5217,11.4995,107.83,0.105,#dbdac4,7.615,2.1843,67.83,0.2144,#191614,0.8642,73.3279,11.2184,5,0.3423,32.0629,5.6979,1.6638,55.95,0.1908,#151210,41.9559,33.7267,47.91,0.0668,#90533b,55.558,26.1717,125.29,0.0409,#788c5f,60.0221,14.644,80.77,0.0613,#9f8e77,71.0232,25.9724,63.19,0.0297,#d1a584,79.0258,12.6658,187.58,0.1515,#a8cbc6
126,P02,3141592,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_low_00001_.png,P02_s3141592_B1_neg_low_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_low_00001_.png,1024,1280,88.0402,11.904,102.86,0.0909,#e1dec7,5.3632,1.7768,70.03,0.2227,#14110f,0.8875,77.9968,13.9016,5,0.3782,31.0911,4.0465,1.4477,61.99,0.2155,#110e0c,43.3308,32.5388,44.45,0.059,#945642,53.0746,25.994,131.91,0.0678,#6c865d,54.165,31.0457,74.41,0.0176,#9f7b4e,59.3011,14.2767,72.86,0.0507,#9f8b77,82.0433,11.7957,187.71,0.1627,#b2d3cf
127,P02,3141592,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_mid_00001_.png,P02_s3141592_B1_neg_mid_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_mid_00001_.png,1024,1280,85.6458,12.605,92.72,0.1113,#dfd6be,6.7857,2.0232,73.91,0.2347,#171512,0.889,75.3958,12.2567,5,0.3799,32.1355,5.0329,1.5872,66.29,0.2126,#13100e,42.1964,33.7228,44.96,0.0645,#92533e,58.3358,29.0747,123.01,0.0367,#809361,58.9574,15.0167,75.9,0.0573,#9e8b75,72.4806,25.814,62.76,0.0225,#d5a989,80.4287,12.3427,184.57,0.1672,#adcec9
128,P02,3141592,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_high_00001_.png,P02_s3141592_B1_pos_high_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_high_00001_.png,1024,1280,87.029,9.1195,174.43,0.1907,#c8dfd8,4.3269,1.867,80.03,0.1783,#110f0b,0.795,87.1134,10.5425,5,0.2917,43.2217,2.9855,1.1298,73.11,0.1956,#0d0b08,32.7912,17.0214,51.09,0.0725,#644639,49.3257,44.3515,43.32,0.0522,#b35d43,53.3564,24.7443,138.99,0.0961,#688863,61.2288,40.7641,77.32,0.0185,#b78c4d,90.099,13.9953,91.15,0.0791,#ede2c8
129,P02,3141592,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_low_00001_.png,P02_s3141592_B1_pos_low_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_low_00001_.png,1024,1280,89.7983,11.1517,101.95,0.0939,#e6e2cd,4.4406,1.4657,71.38,0.2092,#110f0d,0.8468,81.0197,11.5934,5,0.3484,31.2288,3.3229,1.1857,61.54,0.2175,#0e0c0a,41.0466,16.3778,151.62,0.0732,#4c6754,49.0296,32.4146,50.46,0.0516,#a1664b,53.4333,24.6753,134.39,0.0783,#6c8761,68.1857,19.533,69.12,0.0694,#bfa186,84.3427,10.8937,185.39,0.131,#bbd9d4
130,P02,3141592,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_mid_00001_.png,P02_s3141592_B1_pos_mid_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_mid_00001_.png,1024,1280,88.9366,11.3574,98.88,0.1081,#e5e0ca,3.9667,1.5677,75.92,0.189,#100e0b,0.8418,81.9959,14.8716,5,0.3335,34.3595,2.775,1.0454,66.29,0.1926,#0c0a08,47.5443,35.4049,43.97,0.041,#a35f49,50.2674,23.7793,137.37,0.0887,#637f5c,59.1168,33.6394,72.74,0.0259,#b08756,67.9818,16.2456,60.49,0.0526,#bea08d,84.771,9.8355,184.39,0.1409,#bed9d5
131,P02,3141592,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_high_00001_.png,P02_s3141592_B6_neg_high_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_high_00001_.png,1024,1280,86.9365,8.6434,280.39,0.2691,#d5d9ea,13.7641,29.49,302.63,0.1071,#241d46,0.733,63.2527,10.6783,4,0.2279,17.7862,9.4739,28.2673,302.9,0.0739,#1b143b,41.4134,39.9564,306.71,0.1178,#6d5697,43.9269,28.0721,291.1,0.1101,#606493,47.8649,29.5614,325.79,0.0327,#8e648e,63.4019,33.6069,306.92,0.0554,#a68fc9,72.7265,22.1702,294.4,0.0568,#b1afd7
132,P02,3141592,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_low_00001_.png,P02_s3141592_B6_neg_low_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_low_00001_.png,1024,1280,89.5548,6.3849,90.19,0.0823,#e6e1d5,5.2403,2.2914,312.37,0.2322,#131114,0.8814,80.2181,11.8144,5,0.3942,21.3434,3.9096,2.3182,309.16,0.2221,#0f0d11,40.4512,23.6616,31.21,0.0347,#84524c,42.2099,9.4026,167.77,0.1053,#546860,53.0502,13.4906,135.21,0.0278,#74836e,73.3892,16.3203,50.39,0.022,#d0ad9e,84.1276,9.6783,213.19,0.1722,#bcd7db
133,P02,3141592,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_mid_00001_.png,P02_s3141592_B6_neg_mid_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_mid_00001_.png,1024,1280,88.1846,3.7041,34.49,0.0834,#e5dbd9,5.8975,11.4636,297.81,0.2473,#141121,0.8445,79.1736,10.8219,5,0.3628,16.5785,4.6363,10.9676,296.52,0.2334,#110e1e,38.8301,19.9026,354.53,0.027,#79505f,52.854,26.8475,17.17,0.0182,#ac6d72,54.8027,13.1779,52.99,0.0146,#987e71,74.2495,16.0493,12.67,0.0184,#d6acb1,83.8099,10.269,246.47,0.1294,#bfd4e2
134,P02,3141592,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_high_00001_.png,P02_s3141592_B6_pos_high_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_high_00001_.png,1024,1280,78.646,33.2803,109.65,0.1039,#c3c788,1.8688,2.8549,76.24,0.2634,#0c0600,0.8955,70.2194,5.315,6,0.3809,52.2078,1.3777,2.0821,78.5,0.265,#080500,9.2536,14.5615,69.73,0.0845,#261701,26.3616,30.8482,110.07,0.0683,#3c420e,33.8222,38.8344,82.03,0.0956,#664b0c,51.3773,54.2899,112.97,0.0495,#6f8319,71.5972,27.5002,141.57,0.1158,#92ba90
135,P02,3141592,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_low_00001_.png,P02_s3141592_B6_pos_low_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_low_00001_.png,1024,1280,84.8263,21.0469,98.62,0.1174,#ddd4ad,5.0755,4.5886,97.78,0.201,#131107,0.8899,77.2541,15.4509,4,0.3762,40.964,4.1379,4.0214,96.29,0.2042,#110e05,45.7707,41.7097,54.92,0.06,#9f5b34,52.9733,42.4464,81.01,0.0148,#9d7934,53.3596,24.3591,88.42,0.1462,#8f7e56,57.1516,44.9854,124.0,0.0652,#729445,81.392,15.8244,159.62,0.1721,#b0d2bf
136,P02,3141592,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_mid_00001_.png,P02_s3141592_B6_pos_mid_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_mid_00001_.png,1024,1280,82.1132,29.5466,105.8,0.1179,#d1cf97,5.7728,7.1917,99.71,0.1578,#161304,0.8796,71.4382,5.7985,6,0.2821,49.7605,4.1259,5.5166,99.38,0.1453,#110f02,28.8992,28.1141,82.84,0.0682,#554118,43.3163,48.8991,64.52,0.0479,#965719,55.5518,55.2771,114.53,0.064,#778e25,68.4967,44.4849,88.98,0.0389,#c1a455,75.564,23.6992,142.87,0.1367,#a0c39f
137,P02,3141592,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_baseline_00001_.png,P02_s3141592_baseline_00001_.png,,7919c95fcf,P02_s3141592_baseline_00001_.png,1024,1280,88.8062,10.8295,104.8,0.0992,#e2e0cb,4.6384,1.5766,71.77,0.2156,#120f0d,0.8601,79.6895,15.3429,5,0.3632,32.5921,3.5264,1.2742,63.69,0.2187,#0f0c0a,49.474,33.8663,50.84,0.0359,#a4674a,52.4781,25.3457,134.62,0.0607,#69855e,60.4047,14.8251,76.02,0.0547,#a28f79,73.2054,25.0692,64.67,0.0262,#d6ac8b,83.2159,11.6637,187.74,0.1445,#b5d6d2
138,P02,3141592,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_neg_high_00001_.png,P02_s3141592_scrA_neg_high_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_high_00001_.png,1024,1280,89.5663,13.3899,100.57,0.0927,#e7e2c8,6.2192,1.414,72.79,0.1868,#151312,0.8587,79.219,14.3683,4,0.3241,31.6751,4.5059,0.9887,46.16,0.1777,#110f0e,46.5474,32.6638,43.01,0.0529,#9d5e4a,50.69,30.5622,80.07,0.0191,#917445,52.0783,24.7289,131.25,0.0761,#6b835c,68.0417,17.9821,70.06,0.0446,#bca188,83.7249,10.6201,173.62,0.1464,#bcd7ce
