run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
138,P02,P02_s3141592_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_neg_d030_00001_.png,P02_s3141592_scrA_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d030_00001_.png,1024.0,1280.0,88.3378,14.4512,95.49,0.0956,#e6ddc2,5.8635,1.5795,96.59,0.1703,#141310,0.8801,79.4447,16.0688,4.0,0.349,33.8375,4.0785,0.9692,69.12,0.1576,#100e0d,48.5706,34.8067,41.94,0.0343,#a6614d,51.6498,23.9251,131.61,0.0931,#6b825c,52.8089,32.9516,81.72,0.0167,#977a46,74.9216,24.5556,59.88,0.0186,#dcaf92,83.5232,10.6092,169.68,0.1915,#bcd6cc
139,P02,P02_s3141592_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_neg_d045_00001_.png,P02_s3141592_scrA_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d045_00001_.png,1024.0,1280.0,83.1092,14.0898,89.58,0.1207,#daceb5,2.9695,0.7692,315.16,0.1924,#0c0a0c,0.9068,77.5023,12.0757,4.0,0.3089,33.6028,2.539,1.0345,303.55,0.1995,#0a090b,36.084,34.6374,38.65,0.0337,#844234,39.9974,19.4768,77.94,0.0883,#6f5b3f,50.5195,29.6944,126.78,0.0453,#68804f,76.3117,33.8153,93.8,0.0162,#cebc7e,80.0413,6.7057,167.34,0.1093,#bbcac4
140,P02,P02_s3141592_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_neg_d060_00001_.png,P02_s3141592_scrA_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d060_00001_.png,1024.0,1280.0,65.3757,13.1383,222.52,0.1037,#82a5ae,9.8116,8.238,254.5,0.2585,#101c26,0.9154,67.6968,6.2743,5.0,0.2438,26.7458,7.1594,7.0758,251.33,0.177,#0c171f,27.837,6.0223,104.05,0.0648,#434239,30.5688,18.1676,150.82,0.0668,#324e3a,42.1319,18.95,92.47,0.0325,#6d6344,60.6432,32.7681,109.31,0.0145,#93965b,74.8562,15.1926,218.12,0.0189,#95bfc9
141,P02,P02_s3141592_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_pos_d030_00001_.png,P02_s3141592_scrA_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d030_00001_.png,1024.0,1280.0,87.938,13.7734,94.19,0.1144,#e6dcc3,3.1085,0.9579,29.61,0.2449,#0e0b0a,0.8941,82.4175,14.4588,4.0,0.3969,37.8604,1.7565,0.6908,3.68,0.2365,#080606,44.6367,24.6876,141.56,0.092,#51724f,47.6663,38.5512,47.99,0.0363,#a55f42,61.8408,13.066,56.87,0.0663,#aa9082,80.2745,27.02,69.28,0.0175,#e9c099,84.174,13.0463,185.26,0.1604,#b5d9d4
142,P02,P02_s3141592_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_pos_d045_00001_.png,P02_s3141592_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d045_00001_.png,1024.0,1280.0,85.9749,22.0105,82.58,0.102,#ecd4ae,1.6942,0.9222,314.02,0.3753,#070608,0.9347,85.0196,10.3734,5.0,0.4626,54.5274,1.581,0.8687,305.02,0.395,#060508,23.8008,49.345,305.43,0.0115,#3e2b76,33.8006,30.5734,50.59,0.0539,#75422b,36.0494,52.7672,33.89,0.0309,#9a2f28,68.6469,55.3961,84.81,0.0157,#cba23f,86.6006,10.4469,143.81,0.0677,#cdddcd
143,P02,P02_s3141592_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrA_pos_d060_00001_.png,P02_s3141592_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d060_00001_.png,1024.0,1280.0,67.4938,26.8438,65.11,0.0648,#c79c79,1.6128,0.7819,348.3,0.5161,#080506,0.9765,66.7716,7.0166,5.0,0.5401,56.7981,1.2334,1.1979,347.42,0.4959,#070405,12.5246,27.3573,298.88,0.0103,#1e1c42,35.4997,57.996,40.88,0.0318,#992d18,54.4247,27.9515,197.24,0.0442,#318f90,65.2234,34.9462,60.59,0.0252,#cc9269,68.005,11.6036,91.45,0.0377,#aea591
144,P02,P02_s3141592_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_neg_d030_00001_.png,P02_s3141592_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_scrB_neg_d030_00001_.png,1024.0,1280.0,93.4884,73.9844,112.54,0.1315,#dff960,24.16,30.4219,103.96,0.052,#3b3c08,0.873,69.1447,10.158,4.0,0.2236,52.251,20.3261,26.9702,106.15,0.0378,#313306,49.4232,72.4447,54.72,0.0267,#c45300,53.7576,54.2607,92.06,0.0719,#967f17,71.8168,75.5264,77.18,0.1336,#eaa210,88.5407,62.6054,117.47,0.0119,#caeb70,89.4708,79.2213,98.66,0.09,#f4e43a
145,P02,P02_s3141592_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_neg_d045_00001_.png,P02_s3141592_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_scrB_neg_d045_00001_.png,1024.0,1280.0,36.6594,47.5351,73.88,0.049,#794d00,29.9022,42.0165,71.32,0.3845,#663d00,0.0994,46.5371,6.9304,4.0,0.3995,35.6773,26.9186,39.7695,68.35,0.289,#5f3600,32.7113,50.7541,58.88,0.1105,#7d3a00,48.1898,57.246,75.8,0.081,#9c6800,67.7877,71.9644,84.08,0.053,#d09e00,70.6988,70.5372,98.81,0.0347,#bcb016,73.4557,75.4469,90.13,0.0364,#d6b103
146,P02,3141592,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P02,P02_s3141592_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_pos_d030_00001_.png,P02_s3141592_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d030_00001_.png,1024.0,1280.0,30.7852,32.1084,303.43,0.0367,#4d4172,0.1173,1.5993,291.99,0.3119,#000004,0.9666,47.4898,10.1224,3.0,0.3844,43.2513,0.1063,1.4613,292.18,0.3049,#000004,1.6172,12.7199,290.65,0.0796,#04041b,6.5123,20.8539,323.35,0.0623,#220b25,18.226,35.7601,318.5,0.0128,#411d4f,19.3351,44.7126,292.23,0.062,#0b2a6c,47.5961,21.5819,304.38,0.0212,#776b8f
148,P02,P02_s3141592_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_pos_d045_00001_.png,P02_s3141592_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d045_00001_.png,1024.0,1280.0,81.4103,10.0761,169.65,0.153,#b7d0c7,11.068,2.8566,267.1,0.1865,#1b1e21,0.8966,69.1619,7.3381,6.0,0.258,31.7372,7.9813,0.5301,218.09,0.1308,#171818,32.8261,32.2672,266.67,0.1272,#065180,41.3464,19.5964,76.45,0.1064,#735e42,61.563,24.0125,171.72,0.0713,#64a08e,71.081,18.0108,220.16,0.0633,#83b6c3,77.1433,17.5791,128.81,0.0552,#b4c4a5
149,P02,P02_s3141592_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_scrB_pos_d060_00001_.png,P02_s3141592_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d060_00001_.png,1024.0,1280.0,95.4326,9.918,186.2,0.195,#dcf8f4,70.8419,12.8399,101.12,0.0356,#b2ae96,0.3188,27.9857,5.9997,3.0,0.2852,16.2937,66.6983,13.3033,94.51,0.0427,#aaa28b,83.6917,6.8668,133.99,0.0758,#cbd3c7,84.822,23.1604,108.87,0.0477,#d6d7aa,86.794,11.4015,122.4,0.144,#d5dcc7,88.3354,19.011,153.11,0.0157,#c2e7cd,94.6839,16.9522,131.72,0.1411,#e3f5d7
