run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
34,P01,P01_s2718281_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d030_00001_.png,P01_s2718281_B6_pos_d030_00001_.png,,52e5b19ca6,P01_s2718281_B6_pos_d030_00001_.png,1024.0,1280.0,37.109,53.2124,61.36,0.0323,#894501,0.4059,0.5496,75.31,0.5098,#020100,0.9714,59.133,5.8047,6.0,0.5697,61.4934,0.3171,0.4128,73.45,0.5001,#020100,12.3967,17.0912,90.0,0.0697,#282003,23.7816,38.2351,59.72,0.0215,#5c2c02,29.2804,34.4778,103.88,0.0137,#47480b,51.6776,61.9063,70.27,0.0101,#b06c04,59.4501,61.2624,87.9,0.0064,#ad8b11
35,P01,2718281,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d045_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P01,2718281,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P01,P01_s2718281_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_baseline_00001_.png,P01_s2718281_baseline_00001_.png,,52e5b19ca6,P01_s2718281_baseline_00001_.png,1024.0,1280.0,73.0265,10.6852,89.38,0.0405,#bcb2a0,2.9427,0.9163,3.36,0.3447,#0d0a0b,0.9763,88.6922,12.849,6.0,0.3941,48.8315,1.9278,0.5185,346.9,0.3145,#080707,43.1854,28.5072,31.07,0.0485,#92564f,48.9542,16.4192,54.42,0.0796,#8c6e5e,55.4125,49.35,43.74,0.0336,#ca6a4b,72.0727,48.822,63.23,0.0207,#eca061,90.62,22.7425,90.76,0.0082,#f5e3b9
38,P01,P01_s2718281_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_neg_d030_00001_.png,P01_s2718281_scrA_neg_d030_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_d030_00001_.png,1024.0,1280.0,58.4523,43.6075,44.49,0.0356,#cc7659,3.3242,1.3819,332.5,0.2769,#0e0b0d,0.9847,81.7179,9.0144,6.0,0.3668,45.3511,2.2459,1.0699,322.16,0.2388,#0a080a,32.4361,8.4563,272.13,0.128,#464d59,39.9748,31.0866,29.42,0.0355,#8d4c47,45.4547,13.2819,52.57,0.0554,#7f665a,63.6916,46.421,50.07,0.0149,#db845c,83.9637,29.2953,78.31,0.0099,#f0cc9c
39,P01,P01_s2718281_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_neg_d045_00001_.png,P01_s2718281_scrA_neg_d045_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_d045_00001_.png,1024.0,1280.0,48.6915,12.3073,69.81,0.0796,#827160,3.7721,1.5386,357.33,0.2067,#100c0e,0.9456,72.4705,9.2265,5.0,0.2558,63.0826,2.8232,1.1274,343.67,0.1935,#0d090b,31.8127,22.9896,34.27,0.0623,#6c3f37,41.0363,44.3717,32.95,0.0304,#9f443b,49.5181,30.91,66.22,0.0244,#986d46,53.8491,64.21,44.76,0.0136,#d55b34,75.2937,41.7346,75.22,0.0123,#e3b16f
40,P01,P01_s2718281_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_neg_d060_00001_.png,P01_s2718281_scrA_neg_d060_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_d060_00001_.png,1024.0,1280.0,60.6691,6.709,230.45,0.0872,#85959b,12.7981,5.9614,221.84,0.2655,#162326,0.9223,65.7001,7.0656,5.0,0.1809,42.2325,9.1356,5.0599,204.91,0.1152,#111c1c,19.4482,12.4469,35.61,0.025,#412925,37.416,47.2924,40.23,0.0073,#953c28,38.1182,18.1544,251.49,0.0657,#3a5e75,58.6149,13.8947,81.77,0.042,#9a8b75,74.8357,8.0321,236.34,0.0155,#a9bbc4
41,P01,P01_s2718281_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_pos_d030_00001_.png,P01_s2718281_scrA_pos_d030_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_d030_00001_.png,1024.0,1280.0,63.0771,3.0741,48.07,0.0473,#9e9795,1.9443,0.9342,342.07,0.3855,#090608,0.9735,85.9125,8.4035,5.0,0.425,63.03,1.2901,0.6834,340.96,0.3717,#060405,31.2917,38.3964,25.03,0.028,#7f2f32,50.6936,16.1051,53.41,0.0533,#917263,54.4372,63.7134,39.14,0.0278,#da593f,69.8297,53.8588,59.2,0.031,#ee9657,87.2027,27.3896,80.96,0.0122,#f5d6a7
42,P01,P01_s2718281_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_pos_d045_00001_.png,P01_s2718281_scrA_pos_d045_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_d045_00001_.png,1024.0,1280.0,50.8554,16.7447,43.39,0.0366,#947166,1.296,1.0923,347.63,0.4992,#070405,0.9897,79.2634,12.9117,5.0,0.5243,82.7876,1.1007,0.8667,340.31,0.4871,#060305,37.0064,59.6753,33.33,0.0371,#a42825,39.6456,39.4257,44.78,0.0264,#914931,44.862,28.3328,13.98,0.0182,#985860,54.3515,83.6543,44.28,0.0174,#ea491a,80.3641,61.5227,80.07,0.0088,#f9be52
43,P01,P01_s2718281_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_pos_d060_00001_.png,P01_s2718281_scrA_pos_d060_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_d060_00001_.png,1024.0,1280.0,43.6993,12.9885,263.81,0.0303,#58697c,1.7531,1.5296,352.46,0.4479,#0a0507,0.9762,51.7443,4.1147,5.0,0.4653,67.8503,1.3785,1.3942,10.61,0.4115,#090404,8.4444,19.4337,16.88,0.0411,#300c11,20.8464,15.1743,262.28,0.0538,#1e3448,24.9362,52.0678,36.64,0.0268,#77120e,40.1344,31.4688,34.56,0.0124,#8d4d43,53.1229,69.2445,53.13,0.015,#cf5d1b
44,P01,P01_s2718281_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_neg_d030_00001_.png,P01_s2718281_scrB_neg_d030_00001_.png,,52e5b19ca6,P01_s2718281_scrB_neg_d030_00001_.png,1024.0,1280.0,62.3109,64.8495,76.43,0.0449,#c98a19,15.0791,22.2192,104.22,0.2053,#282701,0.9732,59.554,5.2057,5.0,0.3054,59.0614,14.2502,21.4294,105.87,0.1772,#262600,29.7459,36.9133,79.56,0.119,#5d4107,36.2421,46.8676,69.21,0.1283,#7c4a05,52.7767,79.5501,51.73,0.037,#d85301,57.4576,73.3531,61.61,0.0416,#d56f03,73.8042,80.4908,74.94,0.009,#f7a400
45,P01,P01_s2718281_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_neg_d045_00001_.png,P01_s2718281_scrB_neg_d045_00001_.png,,52e5b19ca6,P01_s2718281_scrB_neg_d045_00001_.png,1024.0,1280.0,38.4603,67.9276,47.96,0.0333,#a53200,17.2753,25.5874,78.99,0.1924,#3a2700,0.9537,14.6213,1.9313,2.0,0.274,28.821,17.3022,25.3738,81.61,0.17,#392800,19.5479,30.2155,69.28,0.1039,#472800,21.4853,34.6661,63.02,0.0919,#512900,28.1606,43.3064,62.95,0.0385,#693500,30.7386,54.1948,51.31,0.0237,#802e00,31.9235,49.6549,59.21,0.0261,#7a3900
46,P01,2718281,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P01,P01_s2718281_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_pos_d030_00001_.png,P01_s2718281_scrB_pos_d030_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_d030_00001_.png,1024.0,1280.0,12.3002,29.8756,305.4,0.0477,#241942,0.0542,0.9722,291.83,0.3803,#000002,0.9278,43.8157,4.4454,5.0,0.4176,43.469,0.0283,0.5249,291.38,0.3427,#000001,2.0022,19.5104,294.62,0.0749,#070323,8.2683,26.4731,342.95,0.0189,#320623,19.7137,36.4729,299.79,0.0031,#2c295e,28.8227,43.1606,10.7,0.0055,#7f1f39,43.844,43.9939,24.91,0.0055,#a9494b
48,P01,P01_s2718281_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_pos_d045_00001_.png,P01_s2718281_scrB_pos_d045_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_d045_00001_.png,1024.0,1280.0,57.5924,14.4078,95.59,0.0407,#928a71,0.5831,1.8025,306.75,0.6189,#030106,0.9746,69.5732,10.8479,6.0,0.6288,29.8723,0.4725,1.6592,305.58,0.6045,#030105,8.2463,24.4037,331.78,0.019,#2c0b28,19.8275,28.6041,1.05,0.0243,#551c30,25.3028,24.8893,287.31,0.0109,#303a60,34.8102,31.5315,21.02,0.0115,#813d41,70.0457,14.9243,94.52,0.0074,#b4ab90
49,P01,P01_s2718281_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrB_pos_d060_00001_.png,P01_s2718281_scrB_pos_d060_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_d060_00001_.png,1024.0,1280.0,97.4665,10.4953,194.31,0.1574,#dffefc,93.2561,11.5511,158.14,0.0984,#d9f2e3,0.1048,7.1477,1.282,1.0,0.1575,10.5495,89.8221,14.5309,145.3,0.0656,#d0e8d2,93.6859,21.7214,164.58,0.0612,#c5f8e1,93.8273,22.967,183.55,0.0155,#b8faef,94.7701,25.0804,145.06,0.049,#d1fbd4,95.5705,24.1803,123.49,0.0311,#e8f9cb,96.9698,16.134,133.77,0.0919,#e9fcdf
50,P01,P01_s3141592_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_neg_d030_00001_.png,P01_s3141592_B1_neg_d030_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_d030_00001_.png,1024.0,1280.0,67.754,13.4735,79.03,0.045,#b3a38d,3.5597,1.2772,23.37,0.3087,#100c0c,0.9698,84.2211,5.4992,6.0,0.3579,53.1122,2.3498,0.7299,30.53,0.2716,#0b0808,28.6027,32.3693,31.22,0.0509,#6f302b,45.7132,21.1302,55.38,0.0863,#896450,55.1157,18.0198,255.6,0.0182,#6888a2,69.304,53.8421,57.69,0.0223,#ee9357,86.5708,29.5569,82.05,0.0116,#f4d4a2
51,P01,P01_s3141592_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_neg_d045_00001_.png,P01_s3141592_B1_neg_d045_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_d045_00001_.png,1024.0,1280.0,68.3611,10.8067,79.69,0.0728,#b2a594,6.1,2.7419,56.23,0.178,#171310,0.9485,78.7151,7.7829,6.0,0.2477,46.0372,4.6767,2.105,59.63,0.158,#130f0d,31.5385,20.0366,53.43,0.0897,#634332,42.3526,32.842,48.66,0.0569,#90553c,54.5923,47.4284,53.78,0.0328,#bf6e41,77.3305,48.1422,78.03,0.0181,#eab667,83.3918,13.7797,82.98,0.0135,#deceb6
52,P01,P01_s3141592_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_neg_d060_00001_.png,P01_s3141592_B1_neg_d060_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_d060_00001_.png,1024.0,1280.0,61.9818,46.5874,76.76,0.0411,#be8d44,22.1471,17.3456,72.94,0.1322,#44321c,0.9799,53.3201,8.2721,4.0,0.215,46.2838,17.1476,16.4656,65.03,0.0612,#3a2615,40.992,25.2385,96.8,0.1159,#6a6137,44.6036,42.5135,59.72,0.0432,#985a2c,47.9828,34.2689,83.44,0.0991,#896e37,64.9235,5.0972,116.69,0.0348,#9d9e95,70.4677,51.3811,81.91,0.012,#d3a54d
53,P01,P01_s3141592_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_pos_d030_00001_.png,P01_s3141592_B1_pos_d030_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_d030_00001_.png,1024.0,1280.0,60.1617,49.4944,48.78,0.0376,#d57851,3.6745,1.4458,2.97,0.2629,#100c0d,0.9875,82.753,12.9348,5.0,0.3018,51.8476,2.4644,1.0573,5.29,0.2328,#0c0809,42.7388,28.0749,35.84,0.069,#8f564b,48.3446,52.9049,34.75,0.0232,#be5042,52.9694,13.9866,59.83,0.067,#927a6a,66.7113,41.661,59.8,0.014,#d89362,85.2174,25.8798,90.14,0.0086,#e7d3a4
54,P01,P01_s3141592_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_pos_d045_00001_.png,P01_s3141592_B1_pos_d045_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_d045_00001_.png,1024.0,1280.0,72.7866,21.5722,78.67,0.0457,#c9af8c,2.1512,0.8817,359.73,0.3288,#0a0708,0.9759,79.2806,11.0525,5.0,0.3726,67.4481,1.2169,0.5187,356.38,0.3073,#060405,36.1404,38.7963,36.78,0.0482,#8a3e31,43.7829,67.9668,38.8,0.0264,#be3623,48.2699,23.8114,275.01,0.0653,#5d739a,59.3651,57.1431,59.92,0.0291,#d07937,80.4975,38.7644,84.05,0.0114,#e7c380
55,P01,P01_s3141592_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B1_pos_d060_00001_.png,P01_s3141592_B1_pos_d060_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_d060_00001_.png,1024.0,1280.0,81.7135,6.8327,95.27,0.0959,#cfcbbe,2.9319,2.1001,5.36,0.2114,#0f090a,0.9404,78.0333,3.2586,6.0,0.2996,65.3018,2.4462,1.2417,351.09,0.2106,#0c0809,16.3503,22.2147,37.19,0.0661,#441d16,37.5472,66.5435,42.93,0.029,#a62b0d,54.6266,34.9382,61.12,0.0846,#ad774e,66.4556,65.6165,74.81,0.0128,#d89426,80.4795,13.3838,252.25,0.089,#b2cbdf
56,P01,P01_s3141592_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_neg_d030_00001_.png,P01_s3141592_B6_neg_d030_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_d030_00001_.png,1024.0,1280.0,71.9818,33.8118,293.73,0.0948,#ababe9,38.5882,38.811,295.48,0.062,#545594,0.6981,43.4704,5.8449,4.0,0.1919,21.2814,31.2333,34.4481,294.86,0.0191,#42447b,50.624,46.7802,294.1,0.0493,#6c71c2,54.1269,40.3142,294.2,0.1426,#797bc1,59.4735,31.8768,313.34,0.0446,#a283b8,64.2676,25.4987,337.14,0.0205,#be8dae,74.7038,25.7295,322.54,0.023,#d1acd5
57,P01,P01_s3141592_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_neg_d045_00001_.png,P01_s3141592_B6_neg_d045_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_d045_00001_.png,1024.0,1280.0,66.177,23.7834,308.62,0.1039,#ac99c2,54.2281,23.6827,317.59,0.0846,#93789d,0.0803,8.3922,1.0711,1.0,0.1467,11.0293,50.6054,22.1855,321.98,0.0599,#8c6f90,54.3065,28.4092,313.41,0.0792,#9378a6,54.9642,18.7561,324.45,0.0543,#967b97,56.1082,29.7853,321.49,0.0675,#a079a7,57.8761,28.3085,330.12,0.0617,#ab7ca4,58.9976,24.7648,335.08,0.0467,#ad81a1
58,P01,P01_s3141592_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_neg_d060_00001_.png,P01_s3141592_B6_neg_d060_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_d060_00001_.png,1024.0,1280.0,76.3405,15.9054,7.32,0.1267,#dbb2b9,48.3059,20.5956,3.34,0.0615,#956671,0.5214,27.1462,4.2885,4.0,0.2393,15.0774,43.5011,20.984,1.24,0.0355,#885a67,52.1508,24.2573,5.73,0.0515,#a56d79,62.1604,28.765,16.09,0.0333,#c98389,62.5907,18.6095,13.57,0.1268,#ba8c90,62.6382,13.6876,1.14,0.1125,#b08f97,70.6473,27.8834,20.68,0.0478,#e09b9c
59,P01,P01_s3141592_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_pos_d030_00001_.png,P01_s3141592_B6_pos_d030_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_d030_00001_.png,1024.0,1280.0,18.1967,22.9621,84.57,0.0516,#382a08,0.4049,0.6531,62.66,0.6649,#030100,0.9394,61.9718,4.5699,5.0,0.6364,65.2337,0.1131,0.2666,39.51,0.6137,#010000,14.344,29.0606,47.95,0.0207,#421700,27.7815,22.3789,116.33,0.0077,#3d4522,31.1701,39.3123,96.67,0.0226,#524a02,46.8397,57.6488,70.63,0.0111,#9f6102,62.0849,65.5003,86.53,0.0134,#b89107
60,P01,3141592,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_pos_d045_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P01,3141592,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P01,P01_s3141592_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_baseline_00001_.png,P01_s3141592_baseline_00001_.png,,52e5b19ca6,P01_s3141592_baseline_00001_.png,1024.0,1280.0,70.0441,10.7094,86.52,0.0373,#b5aa98,2.9497,0.8485,7.0,0.364,#0d0a0b,0.9738,85.5513,12.5003,5.0,0.3843,46.151,1.7851,0.4414,7.75,0.3276,#080606,40.9632,26.9539,28.49,0.0567,#8b514d,41.311,12.2059,49.58,0.0539,#745c53,55.1075,46.5924,41.6,0.0242,#c76a50,71.6397,46.5814,62.71,0.0283,#e99f65,87.3364,23.2372,86.19,0.0092,#efd8af
63,P01,P01_s3141592_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_neg_d030_00001_.png,P01_s3141592_scrA_neg_d030_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_d030_00001_.png,1024.0,1280.0,62.1102,2.4898,153.32,0.0513,#939794,3.3971,1.2373,347.31,0.2812,#0f0b0d,0.9767,76.6913,10.5152,6.0,0.2973,39.406,2.2584,0.877,328.72,0.2405,#0a0809,38.2334,25.1154,30.7,0.0496,#804c46,50.4071,15.809,61.15,0.0568,#8d7361,56.813,40.283,44.82,0.033,#c37458,68.4743,12.6282,238.51,0.0159,#8fabba,78.9497,33.4147,72.73,0.0137,#e9bb89
64,P01,P01_s3141592_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_neg_d045_00001_.png,P01_s3141592_scrA_neg_d045_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_d045_00001_.png,1024.0,1280.0,49.2888,51.2074,42.64,0.0304,#bb583c,5.0464,1.4358,331.92,0.2304,#131012,0.9903,71.5841,8.9328,6.0,0.244,57.999,3.2558,1.1796,314.68,0.1864,#0d0b0e,33.3958,19.8137,21.27,0.0441,#6d4344,38.4977,37.0714,34.51,0.0319,#8f453a,48.2054,20.3321,72.62,0.0576,#886e52,57.0259,59.1786,51.8,0.0122,#d36c38,74.84,36.777,80.72,0.0171,#d9b275
65,P01,P01_s3141592_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_neg_d060_00001_.png,P01_s3141592_scrA_neg_d060_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_d060_00001_.png,1024.0,1280.0,67.3538,15.0517,237.17,0.065,#86a9ba,9.504,4.5535,227.88,0.1475,#131c1f,0.945,71.1765,6.5973,6.0,0.1904,40.1494,7.7557,3.205,220.67,0.0964,#12181a,25.3895,11.3978,252.09,0.0941,#2b3e4c,30.9525,12.5924,37.29,0.0368,#5c433d,43.5272,43.3544,45.94,0.0088,#9f5134,54.0164,13.9204,61.5,0.0382,#957d6c,78.9322,15.0166,232.91,0.0137,#a3c9d9
66,P01,P01_s3141592_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_pos_d030_00001_.png,P01_s3141592_scrA_pos_d030_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_d030_00001_.png,1024.0,1280.0,62.6587,9.5361,65.81,0.0422,#a59588,2.1932,1.2647,350.23,0.331,#0b0709,0.9722,85.3207,5.6306,6.0,0.3876,59.076,1.5717,0.877,339.67,0.3167,#080507,28.668,32.5802,30.86,0.0332,#70302b,40.6001,14.6745,43.35,0.071,#765950,52.0858,59.953,37.41,0.0247,#d05540,69.1828,50.8282,57.06,0.0274,#eb945c,86.8924,31.8159,84.46,0.016,#f5d69e
67,P01,P01_s3141592_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_pos_d045_00001_.png,P01_s3141592_scrA_pos_d045_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_d045_00001_.png,1024.0,1280.0,46.1146,12.9904,257.99,0.0452,#5c7082,1.1877,1.1052,345.8,0.4487,#070405,0.9664,76.8192,6.403,5.0,0.4624,72.9315,0.7462,0.7878,356.52,0.4251,#050203,20.6703,37.7427,28.5,0.0373,#601619,34.7694,59.3374,32.73,0.0367,#9d2122,51.4711,19.9022,67.89,0.0241,#92755c,55.2967,73.7194,47.34,0.0166,#e05a25,77.5654,63.6373,84.31,0.0059,#eab944
68,P01,P01_s3141592_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrA_pos_d060_00001_.png,P01_s3141592_scrA_pos_d060_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_d060_00001_.png,1024.0,1280.0,38.7206,17.5059,256.01,0.0416,#405e76,1.2058,1.1509,338.94,0.4142,#070405,0.9627,51.5319,6.015,5.0,0.4602,62.6053,0.906,0.9148,346.85,0.3857,#050304,11.3851,26.5983,21.76,0.0216,#3e0c11,14.6197,14.3713,30.71,0.0745,#381e1b,21.2628,13.5313,99.2,0.0113,#37331f,31.2979,53.9732,40.88,0.0101,#892613,52.4379,63.5201,54.1,0.0132,#c76022
