prompt_id,prompt_sha1,condition,seed,file_path,filename,body_area_frac,contrast_proxy_frac,file,colorfulness_hs
S5_ukiyoe,831f2d868c,blockshuf_neg_1x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_1x_seed9999_00001_.png,S5_ukiyoe_blockshuf_neg_1x_seed9999_00001_.png,0.2223297119140625,0.222296142578125,S5_ukiyoe_blockshuf_neg_1x_seed9999_00001_.png,53.4237174987793
S5_ukiyoe,831f2d868c,blockshuf_neg_1x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_1x_seed4242145_00001_.png,S5_ukiyoe_blockshuf_neg_1x_seed4242145_00001_.png,0.2213653564453125,0.2474456787109375,S5_ukiyoe_blockshuf_neg_1x_seed4242145_00001_.png,55.188594818115234
S5_ukiyoe,831f2d868c,blockshuf_neg_2x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_2x_seed42_00001_.png,S5_ukiyoe_blockshuf_neg_2x_seed42_00001_.png,0.0816192626953125,0.0781341552734375,S5_ukiyoe_blockshuf_neg_2x_seed42_00001_.png,74.5744400024414
S5_ukiyoe,831f2d868c,blockshuf_neg_2x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_2x_seed777_00001_.png,S5_ukiyoe_blockshuf_neg_2x_seed777_00001_.png,0.191339111328125,0.1622467041015625,S5_ukiyoe_blockshuf_neg_2x_seed777_00001_.png,74.6505126953125
S5_ukiyoe,831f2d868c,blockshuf_neg_2x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_2x_seed1337_00001_.png,S5_ukiyoe_blockshuf_neg_2x_seed1337_00001_.png,0.0510101318359375,0.1272369384765625,S5_ukiyoe_blockshuf_neg_2x_seed1337_00001_.png,78.54733276367188
S5_ukiyoe,831f2d868c,blockshuf_neg_2x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_2x_seed9999_00001_.png,S5_ukiyoe_blockshuf_neg_2x_seed9999_00001_.png,0.139532470703125,0.064532470703125,S5_ukiyoe_blockshuf_neg_2x_seed9999_00001_.png,80.70310974121094
S5_ukiyoe,831f2d868c,blockshuf_neg_2x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_2x_seed4242145_00001_.png,S5_ukiyoe_blockshuf_neg_2x_seed4242145_00001_.png,0.0686065673828125,0.1627410888671875,S5_ukiyoe_blockshuf_neg_2x_seed4242145_00001_.png,91.8484344482422
S5_ukiyoe,831f2d868c,rand_pos_1x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_rand_pos_1x_seed42_00001_.png,S5_ukiyoe_rand_pos_1x_seed42_00001_.png,0.2619384765625,0.1790863037109375,S5_ukiyoe_rand_pos_1x_seed42_00001_.png,49.6705322265625
S5_ukiyoe,831f2d868c,rand_pos_1x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_rand_pos_1x_seed777_00001_.png,S5_ukiyoe_rand_pos_1x_seed777_00001_.png,0.2605499267578125,0.2085845947265625,S5_ukiyoe_rand_pos_1x_seed777_00001_.png,41.75485610961914
S5_ukiyoe,831f2d868c,rand_pos_1x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_rand_pos_1x_seed1337_00001_.png,S5_ukiyoe_rand_pos_1x_seed1337_00001_.png,0.3365509033203125,0.1395599365234375,S5_ukiyoe_rand_pos_1x_seed1337_00001_.png,42.62018966674805
